See what the world is searching for - without leaving your seat.	Découvrez ce que recherchent les internautes du monde entier... sans bouger de votre fauteuil.
Mobile search and personalized pages	Recherche mobile et pages personnalisées
Email address is too long	L'adresse e-mail est trop longue.
Google Account Video Purchases	Achats vidéo compte Google
"Explore, Search and Discover"	"Explorez, recherchez et découvrez"
Automatically build tables of facts using the web	Générer automatiquement des tableaux d'informations factuelles sur le Web
access Google Accounts on your behalf	accéder au service Comptes Google en votre nom
Google stands behind your shopping experience.	Google accompagne votre expérience d'achat.
"Google Express Fulfillment - View and manage shifts, orders, parcels, and delivery routes."	"Google Express Fulfillment - Afficher et gérer les équipes, les commandes, les colis et les itinéraires de livraison."
Google Groups for Business	Google Groupes pour les entreprises
Admin Role Management APIs	API de gestion des rôles d'administration
Google+ Photo and Video Uploads	Importations de photos et de vidéos dans Google+
Your password contains a dictionary word	Votre mot de passe contient un mot commun
Get opinions from your friends and other people	Connaître l'avis de mes amis et d'autres utilisateurs
Distribute your Android content to Google Play	Distribuez votre contenu Android sur Google Play.
"Create, store and share spreadsheets on the web"	"Créez, stockez et partagez des feuilles de calcul sur le Web"
Make your website more effective by testing content	Rendez votre site Web plus efficace en testant son contenu
Synchronize your browser settings across computers. Restore tabs and windows from your previous session.	Synchronisez les paramètres de votre navigateur sur différents ordinateurs. Restaurez des onglets et des fenêtres de votre session précédente.
Access and manage your search history from any computer	Accéder à votre historique de recherches depuis n'importe quel ordinateur et pouvoir le gérer.
On-demand services for Google partners	Services à la demande pour les partenaires de Google
Create bookmarks you can access anywhere	Créez des signets auxquels vous pouvez accéder de partout.
Web site authoring and hosting services for small businesses	Services de création et d'hébergement de sites Web pour les petites entreprises
Google Open Content OneBox Service	Service Google Open Content OneBox
Find downloadable content for your mobile device	Trouvez du contenu téléchargeable sur votre mobile
Become a Qualified Google Advertising Professional	Devenez un spécialiste Google Advertising Professionals agréé
"Email addresses must contain ""@"""	L'adresse e-mail doit contenir le signe @.
"Google Play Music - Your music, always there"	"Google Play Musique – Votre musique, sans interruption"
"Help teams communicate, collaborate and get stuff done."	"Aider les équipes à communiquer, à collaborer et à effectuer des tâches."
That is not one of the acceptable values	Cette valeur n'est pas autorisée.
Project Fi is a wireless service from Google for cellphones and tablets.	Project Fi est un service sans fil de Google pour les téléphones mobiles et tablettes.
Your passwords do not match	Les mots de passe ne correspondent pas.
Review your Google Trusted Stores orders.	Passez en revue vos commandes Google Marchands de confiance.
"Create your own web pages, quickly and easily"	"Créez vos propres pages Web, rapidement et facilement"
Play Books Partner Center	Centre des partenaires Play Livres
Publish and share photos online with Picasa Web Albums	Publiez vos photos et partagez-les en ligne grâce aux albums Web Picasa
Test-drive new Google product demos	Découvrir les nouvelles démos de produits Google
"Easily verify and manage site ownership for multiple Google services, using the method that's best for you."	"Validez et gérez facilement la propriété de votre site pour plusieurs services Google, en utilisant la méthode qui vous convient le mieux."
Google Apps Administrator Control Panel	Panneau de configuration de l'administrateur Google Apps
Access google services over phone.	Accédez aux services Google à l'aide de votre téléphone
"Edit documents online with whomever you choose, and then publish and blog them online."	"Modifiez des documents en ligne avec la personne de votre choix, publiez-les sur Internet et insérez-les dans un blog."
Keep up with the news and blogs you care about most	Tenez-vous informé de l'actualité et des blogs qui vous intéressent le plus
"Find local businesses, view maps and get directions"	"Recherchez des commerces et des services de proximité, affichez des cartes et calculez des itinéraires"
YouTube Partner Syndication Signup	Inscription de syndication du partenaire YouTube
Volunteer to translate Google's services into various languages	Traduisez bénévolement les services de Google dans différentes langues.
Google Experts - Get a quick answer from the perfect person in the Googler community	Google Experts – Obtenez rapidement une réponse à votre question auprès du Googleur le mieux placé pour vous répondre.
Google Apps Application Settings APIs	API Google Apps Application Settings
Reward yourself for using Google services	Vous pouvez vous féliciter d'avoir choisi les services Google
Google Play Music Curation	Sélection Google Play Musique
Connect with advertisers who want to create ads	Communiquez avec des annonceurs qui souhaitent créer des annonces.
You are changing the world. We want to help.	Nous vous aidons à changer le monde.
Find and use all of your Google business products in one place	Retrouvez et utilisez l'ensemble de vos solutions d'entreprise Google depuis une interface unique.
Access and manage your web activity from any computer	Consultez et gérez votre activité Web depuis n'importe quel ordinateur.
Hosting for scientific datasets	Hébergement d’ensembles de données scientifiques
Google Trips - Your mobile travel assistant	Google Trips – Votre assistant de voyage mobile
"Sorry, that is not a valid entry. Please try again."	"Désolé, cette entrée n'est pas valide. Veuillez réessayer."
Get a fresh start with email that has less spam	Prenez un nouveau départ avec une messagerie dans laquelle les spams sont moins nombreux.
This is not a number	Cette valeur ne correspond pas à un nombre.
Google Apps Script Web Request APIs	Google Apps Script – API Web Request
Google Apps Script External Request APIs	API de demande externe Google Apps Script
Label images to help improve the quality of Google's image search results	Donnez un libellé à vos images afin d'optimiser la qualité des résultats de recherche d'images Google.
Tiles for Google Maps applications	Tuiles pour les applications Google Maps
Personalize your Android device by exploring the world of content in Android Market	Personnalisez votre appareil Android en explorant l'univers du contenu d'Android Market.
Connect with your friends using your cell-phone.	Contactez vos amis à partir de votre téléphone portable.
View and manage Wi-Fi access credentials and credits.	Affichez et gérez les crédits et les identifiants d'accès Wi-Fi.
Mobile access to Google services by voice	Accès vocal aux services Google sur votre mobile
Google Ad Creation Marketplace	Marché de la création d'annonces Google
Email address contains invalid user name	L'adresse e-mail contient un nom d'utilisateur incorrect.
Put local businesses on Google Maps	Faites figurer les coordonnées de commerces et de services de proximité sur Google Maps
Email address contains invalid domain name	Le nom de domaine inclus dans l'adresse e-mail est incorrect.
For uploading mobile content metadata	Transfert de métadonnées de contenu mobile
Google Play artist hub	Coin des artistes Google Play
Required field must not be blank	Ce champ est obligatoire.
Add custom features to Google Search	Ajoutez des fonctions personnalisées à la recherche Google
Create a search engine tailored to your needs	Créez un moteur de recherche adapté à vos besoins
Shop smarter with wishlists of your favorite products	Optimisez vos achats en établissant la liste de vos produits favoris.
"Email addresses may not have more than one ""@"""	L'adresse e-mail ne doit pas contenir plus d'un seul signe @
Chat with other users who share your interests	Discuter avec d'autres utilisateurs qui partagent vos centres d'intérêt
Must not have a fraction	Vous devez indiquer un nombre entier.
Communities for structured data	Des communautés pour des données structurées
"Create, share and publish websites"	"Créez, partagez et publiez des sites Web."
Learn all about Google's products and services	Tout savoir sur les produits et services proposés par Google
post entries on your behalf	publier des entrées en votre nom
Google Maps for mobile application	Application Google Maps pour mobile
Earn money by displaying ads on your site	Gagnez de l'argent en diffusant des annonces sur votre site.
Experimental version of Google search	Version expérimentale de la recherche Google
Google Cloud Messaging for Chrome	Google Cloud Messaging pour Chrome
View and manage your printers in Google Cloud Print	Affichez et gérez vos imprimantes dans Google Cloud Print.
Google Friends and Updates data endpoint	Point de terminaison de données Google Friends and Updates
Operator recognizer for on the fly recognition of utterances.	Outil d'analyse vocale pour la reconnaissance instantanée d'énoncés.
View and manage your smart home devices	Afficher et gérer vos appareils domestiques intelligents
Double tap to show settings page.	Appuyez deux fois pour afficher la page des paramètres.
Double tap to show recent panes.	Appuyez deux fois pour afficher les volets récents.
"Double tap to select, or cycle through panes."	"Appuyez deux fois sur un élément pour le sélectionner, ou parcourez les volets."
"This page checks to see if it's really you sending the requests, and not a robot."	"Cette page permet de vérifier que c'est bien vous qui envoyez des requêtes, et non un robot."
Share awesome stickers with your friends! Tap the button below to add stickers to share.	Partagez des autocollants avec vos amis ! Appuyez sur le bouton ci-dessous pour en choisir.
Where people from your area are going	Destinations des voyageurs de votre zone géographique
Google Assistant on Chromebook	Assistant Google sur Chromebook
Ships free with code	Livraison gratuite avec le code
Your order is ready for pickup	Votre commande est prête pour retrait
Search on Google Flights	Rechercher des résultats sur Google Flights
Double-click to end this shape.	Double-cliquez pour terminer cette forme
Double-click to end this line	Double-cliquez pour terminer cette ligne
Zhou Youguang’s 112th Birthday	112e anniversaire de la naissance de Zhou Youguang
Virginia Woolf’s 136th Birthday	136e anniversaire de la naissance de Virginia Woolf
Teresa Teng’s 65th Birthday	65e anniversaire de la naissance de Teresa Teng
Marlene Dietrich’s 116th Birthday	116e anniversaire de la naissance de Marlene Dietrich
Sir William Henry Perkin’s 180th Birthday	180e anniversaire de la naissance de Sir William Henry Perkin
Sergei Eisenstein’s 120th Birthday	120e anniversaire de la naissance de Sergei Eisenstein
Paula Modersohn-Becker’s 142nd Birthday	142e anniversaire de la naissance de Paula Modersohn-Becker
Payom Sinawat’s 109th Birthday	109e anniversaire de la naissance de Payom Sinawat
Stephen Keshi’s 56th Birthday	56e anniversaire de la naissance de Stephen Keshi
Shigeru Mizuki’s 96th Birthday	96e anniversaire de la naissance de Shigeru Mizuki
Farouk Shousha’s 82nd Birthday	82e anniversaire de la naissance de Farouk Shousha
Mario Pani’s 107th Birthday	107e anniversaire de la naissance de Mario Pani
Katsuko Saruhashi’s 98th Birthday	98e anniversaire de la naissance de Katsuko Saruhashi
Gabriel Garcia Marquez’s 91st Birthday	91e anniversaire de la naissance de Gabriel García Márquez
Julie Victoire Daubié 194th Birthday	194e anniversaire de la naissance de Julie-Victoire Daubié
Guillermo Haro’s 105th Birthday	105e anniversaire de la naissance de Guillermo Haro
Farooq Sheikh’s 70th Birthday	70e anniversaire de la naissance de Farooq Sheikh
Suggestions based on your search history	Suggestions basées sur votre historique des recherches
In store - available to order	En magasin - disponible à la commande
Not a photo or video of the place	Photo ou vidéo ne correspondant pas au lieu
"Offensive, hateful or sexually explicit"	"Contenu choquant, haineux ou à caractère sexuel explicite"
Fares and times are estimates	Les tarifs et horaires ne sont que des estimations
Double tap to select	Appuyer deux fois pour sélectionner
Double tap Gboard to switch keyboards	Appuyer deux fois sur Gboard pour changer de clavier
View and manage your Google Trusted Tester Program data and campaigns	Affichez et gérez vos campagnes et données relatives au programme Google des testeurs de confiance.
View and manage your Google Trusted Tester Program data	Affichez et gérez vos données relatives au programme Google des testeurs de confiance.
Match for 15th place	Match pour la 15e place
Match for 13th place	Match pour la 13e place
There should be at least two options and at most six options.	Vous devez indiquer entre deux et six options.
Maybe similar images from the web can help you find what you are looking for	Il est possible que des images similaires sur le Web vous aident à trouver ce que vous cherchez
Visually similar web images	Images similaires sur le Web
What do you think about this movie?	Que pensez-vous de ce film ?
Be the first to review	Soyez le premier à donner votre avis
View the gallery on Google	Afficher la galerie sur Google
Travelers from your area typically stay	Les voyageurs de votre région restent généralement
Query and build reports from demographic data	Lancez des requêtes et générez des rapports sur des données démographiques.
Air quality for your location has declined	La qualité de l'air s'est détériorée où vous vous trouvez
"View medal counts, daily recap video, and top news on Google."	"Découvrez le décompte des médailles, des récapitulatifs vidéo quotidiens et le top des actualités sur Google."
Pages including matching image	Pages comportant une image correspondante
Popular destinations from your area	Destinations populaires dans votre région
Sign in to report the weather	Se connecter pour signaler la météo
Search images labeled for reuse	Rechercher des images étiquetées pour réutilisation
Service type is required	Veuillez indiquer le type de service
Remove from search history:	Supprimer de l'historique des recherches :
Follow your favorite teams to get match reminders and live score notifications	Suivez vos équipes favorites pour recevoir des rappels concernant les matchs et des notifications en direct relatives aux scores
Add a Weather shortcut to your home screen	Ajouter un raccourci Météo sur votre écran d'accueil
Win % on 1st serve	Pourcentage de succès au 1er service
Win % on 2nd serve	Pourcentage de succès au 2e service
"Follow teams and leagues to get scores, news, and videos"	"Suivez des équipes et des championnats pour accéder aux résultats, aux actualités et à des vidéos"
Background checked and Insured.	Antécédents vérifiés et assuré.
View the contents of your source code repositories	Afficher le contenu de vos référentiels de code source
Manage the contents of your source code repositories	Gérer le contenu de vos référentiels de code source
Write user interactions to your Google Publish repositories	Modifier les interactions des utilisateurs dans vos référentiels Google Publish
Read live content from your Google Publish repositories in staging environments	Lire le contenu en ligne de vos référentiels Google Publish dans des environnements de pré-production
Write user interactions to your Google Publish repositories in staging environments	Enregistrer les interactions des utilisateurs associées à vos référentiels Google Publish dans des environnements de pré-production
"Thanks, if something changes you can submit another report"	"Merci. Si les conditions météo changent, vous pouvez envoyer un autre rapport"
Thanks for sharing. Your feedback makes a difference.	"Merci de votre contribution, qui nous est très utile."
Thanks! Your feedback helps others plan their day.	Merci. Vos commentaires aident les autres utilisateurs à planifier leur journée.
Thanks for the feedback. Enjoy your day.	Merci de votre commentaire. Bonne journée.
Weather changes quickly. Your input makes a difference.	Le temps change vite. Votre commentaire nous est très utile.
Weather changes quickly. Thanks for staying on top of things.	La météo change rapidement. Merci de nous avoir avertis aussi vite.
Got it. Thanks for your feedback. Stay dry!	OK. Merci de votre commentaire. Restez au sec !
Your feedback makes a difference. Thanks!	Votre commentaire est très utile. Merci !
Your feedback makes a difference. Stay dry out there!	Votre commentaire est très utile. Restez bien au sec !
Enter a valid ZIP code	Indiquez un code postal valide
Error loading reviews. Try again later.	Erreur lors du chargement des avis. Veuillez réessayer plus tard.
Images may be subject to copyright	Les images peuvent être protégées par des droits d'auteur.
Ready to send with Google Pay	Prêt à envoyer la somme via Google Pay
Ready to request with Google Pay	Prêt à envoyer la demande via Google Pay
Some activity may not appear yet	Il est possible que certaines activités ne s'affichent pas encore.
Welcome to My Activity	Bienvenue dans Mon activité
More Google flight results	Autres résultats de recherche Google Flights
View and manage your Git repositories	Affichez et gérez vos référentiels Git.
Manage your Google Publish repositories	Gérer vos référentiels Google Publish
Manage Google Cloud Platform projects associated with your Google Publish repositories	Gérer les projets Google Cloud Platform associés à vos référentiels Google Publish
Manage your Google Publish repositories in staging environments	Gérer vos référentiels Google Publish dans des environnements de pré-production
Manage your data in Google Cloud Storage	Gérez vos données dans Google Cloud Storage.
Manage your data and permissions in Google Cloud Storage	Gérez vos données et autorisations dans Google Cloud Storage.
View medal counts and daily recap videos on Google.	Découvrez le décompte des médailles et des récapitulatifs vidéo quotidiens sur Google.
View the full medal counts on Google.	Découvrez le décompte complet des médailles sur Google.
Add or modify information	Ajouter ou modifier des informations
Delete failed. Please try again.	Échec de la suppression. Veuillez réessayer.
You looked up this word	Vous avez recherché ce mot
You found this helpful.	Vous avez trouvé cet avis utile.
Your feedback helps others decide which movies to watch.	Vos commentaires aident les autres utilisateurs à décider quels films regarder.
Pollen updates turned off	Notifications relatives au taux de pollen désactivées
Pollen updates turned on	Notifications relatives au taux de pollen activées
Required field cannot be left blank	Vous devez remplir tous les champs obligatoires.
Max games won in a row	Max. de jeux gagnés d'affilée
Max points won in a row	Max. de points gagnés d'affilée
Update your browser to the latest version.	installer la dernière version de votre navigateur Internet.
How this change affects older browsers	Impact sur les anciens navigateurs
View your data in Google Cloud Storage	Affichez vos données dans Google Cloud Storage.
This must be an email!	Ce doit être un e-mail !
"Follow teams and leagues to get scores, news and videos"	"Suivez des équipes et des championnats pour accéder aux résultats, aux actualités et à des vidéos"
Visually similar images on the web	Images similaires trouvées sur le Web
Sir William Henry Perkin’s 180th birthday	180e anniversaire de la naissance de Sir William Henry Perkin
Shigeru Mizuki’s 96th birthday	96e anniversaire de la naissance de Shigeru Mizuki
Mario Pani’s 107th birthday	107e anniversaire de la naissance de Mario Pani
Katsuko Saruhashi’s 98th birthday	98e anniversaire de la naissance de Katsuko Saruhashi
Gabriel Garcia Marquez’s 91st birthday	91e anniversaire de la naissance de Gabriel García Márquez
Guillermo Haro’s 105th birthday	105e anniversaire de la naissance de Guillermo Haro
Farooq Sheikh’s 70th birthday	70e anniversaire de la naissance de Farooq Sheikh
45th Anniversary of the Chipko Movement	45e anniversaire du mouvement Chipko
No rooms available for easy booking for the selected dates.	Aucune chambre disponible pour une réservation facile aux dates sélectionnées.
There was a problem loading the next round of questions	Un problème est survenu lors du chargement de la prochaine série de questions
"Some exam dates may be optional, confirm your required dates when you register"	Certains examens peuvent être facultatifs : confirmez les dates requises lors de votre inscription
New! Get updates about your favorite teams	Nouveau ! Recevez les actualités sur vos équipes préférées
Report an inappropriate image	Signaler une image inappropriée
More dates and showtimes	Plus de dates et d'horaires
Get alerts for this search	Recevez des alertes pour cette recherche
Manage your basic mail settings	Gérer vos principaux paramètres de messagerie
Manage your Google Kids Hub creations and app-specific settings	Gérer vos créations Google Kids Hub et les paramètres propres aux applications
Must be a whole number.	Ce nombre doit être entier.
Switch account to vote	Changer de compte pour voter
What word do you want to define?	Quel est le mot à définir ?
View all on Google	Tout afficher sur Google
Is this a known landmark for finding places nearby?	Est-ce un point de repère souvent utilisé pour localiser des lieux à proximité ?
Click to see places matching this title nearby.	Cliquez sur le triangle pour afficher les adresses à proximité qui correspondent à ce titre.
"Add your favorite teams to see the latest scores, news, and videos."	"Ajoutez vos équipes favorites pour accéder aux derniers résultats, actualités et vidéos."
Share details of your own experience at this place	Partagez votre expérience concernant ce lieu
These items will be permanently deleted from your Google Account.	Ces éléments seront définitivement supprimés de votre compte Google.
Search within a range of numbers	Rechercher dans une plage de nombres
Search for related sites	Rechercher des sites associés
You can use symbols or words in your search to make your search results more precise.	Vous pouvez utiliser des symboles ou des mots dans votre recherche pour obtenir des résultats plus précis.
"Add your favorite teams and leagues to see the latest scores, news and videos"	"Ajoutez vos équipes et championnats favoris pour accéder aux derniers résultats, actualités et vidéos."
Promote your business with an ad on Google	Faire de la publicité sur Google
Search for a specific site	Rechercher un site spécifique
Second serve points won	Points de second service gagnés
First serve points won	Points de premier service gagnés
Some review summaries provided by TrustYou. Unattributed quotes are from reviews made on Google.	Quelques résumés des avis fournis par TrustYou. Les citations non attribuées sont des avis rédigés sur Google.
"Get the latest news, videos, and scores for your favorite teams in one place"	"Recevez les derniers résultats, actualités et vidéos de vos équipes préférées au même endroit"
What's the emergency number?	Quel est le numéro d'urgence ?
Star and save places to quickly find them again later.	Enregistrez vos adresses préférées pour les retrouver facilement.
Near the city center; sightseeing nearby	"Près du centre-ville, sites touristiques à proximité"
"Find businesses, addresses and places of interest."	"Recherchez une adresse, un commerce ou un point d'intérêt"
"Sign in to access, organize and share your places"	"Connectez-vous pour consulter, classer et partager vos adresses préférées."
Click to see places nearby.	Cliquez ici pour afficher les adresses à proximité.
Near the beach; sightseeing nearby	Près de la plage. Sites touristiques à proximité
"No borders, labels, places or roads."	"Sans frontières, libellés, lieux ni routes."
From your contacts and places	À partir de vos contacts et de vos lieux
Perform personalized map searches and view your saved places	Effectuer des recherches dans les cartes personnalisées et afficher vos adresses enregistrées
Send places right to your device	Envoyer des lieux directement sur votre appareil
Or drag an image here	ou faites glisser une image ici
Own this business? Reply to reviews	Vous êtes le propriétaire de cet établissement ? Répondez aux avis.
Own this business? Attract more customers	Vous êtes le propriétaire de cet établissement ? Attirez de nouveaux clients.
Your business on Google	Votre établissement sur Google
Own this business? Start posting on Google	Vous êtes le propriétaire de cet établissement ? Publiez vos premiers posts sur Google.
Add or edit your business	Entreprises : ajoutez ou modifiez votre fiche d’entreprise
Own this business? Manage your business information	Vous êtes le propriétaire de cet établissement ? Gérez les informations sur ce dernier.
Top to-dos for your business	Tâches les plus importantes pour votre entreprise
Click an area below to edit	Cliquez sur une zone ci-dessous pour la modifier.
Own this business? Make it stand out	Vous êtes le propriétaire de cet établissement ? Démarquez-vous de la concurrence.
Tap an area below to edit	Appuyez sur une zone ci-dessous pour la modifier.
Google may contact you about the status of your suggestion.	Il est possible que nous vous contactions à propos de votre suggestion.
Useful phrases in the local language	Expressions utiles dans la langue locale
Looks like the list of available rooms has changed. Please select a different room.	Il semble que la liste des chambres disponibles ait changé. Veuillez sélectionner une autre chambre.
What is shown in this image?	Que représente cette image ?
Library removed from favorites	La bibliothèque a été supprimée des favoris
Based on local employers	Estimation basée sur les employeurs locaux
Library saved as a favorite	La bibliothèque a été ajoutée aux favoris
Typical pay for this type of work	Salaire habituel pour ce type de travail
Please do not submit any personal information	Veuillez ne communiquer aucune information personnelle
Your question will not be submitted.	Votre question ne sera pas envoyée.
Can’t find what you’re looking for?	Vous ne trouvez pas ce que vous cherchez ?
We’re showing these places based on your browsing activity and recent searches on Google.	Ces lieux sont affichés en fonction de votre historique de navigation et de vos recherches récentes sur Google.
Learn more about managing your search activity	En savoir plus sur la gestion de vos recherches précédentes
Your Internet speed is very fast	Votre débit Internet est très rapide
Learn who can see your activity	Découvrir qui peut consulter votre activité
Payom Sinawat’s 109th birthday	109e anniversaire de la naissance de Payom Sinawat
Paula Modersohn-Becker’s 142nd birthday	142e anniversaire de la naissance de Paula Modersohn-Becker
"Borders, labels, places and roads."	"Frontières, libellés, lieux et routes."
Star your favorite places on Google Maps	Enregistrez vos adresses préférées sur Google Maps
What is wrong with this?	Quel est le problème ?
This photo is irrelevant to this business	Cette photo ne concerne pas l'établissement en question.
Google Trends fun facts	Anecdotes intéressantes Google Trends
Access Support Trends data	Consultez les données de Support Trends.
Sergei Eisenstein’s 120th birthday	120e anniversaire de la naissance de Sergei Eisenstein
Room availability not known. Contact the hotel or try different dates.	Disponibilité des chambres inconnue. Contactez l'hôtel ou essayez de saisir d'autres dates.
View and manage your use of Googler perks in Bookit	Afficher et gérer vos avantages en tant que Googleur dans Bookit
You can see how long it might take to get to a job from home.	Vous pouvez connaître le temps de trajet entre votre domicile et un lieu de travail.
Choose a radius or a city.	Sélectionnez un rayon géographique ou une ville.
"Why we sell advertising, not search results"	"Pourquoi nous vendons de la publicité, pas des résultats de recherche."
Search results from your Google products	Résultats de recherche issus de vos produits Google
Google partners are businesses which have a commercial relationship with Google.	Les partenaires Google sont des entreprises entretenant une relation commerciale avec Google.
See how many places your answers have helped	Afficher le nombre de lieux pour lesquels vous avez apporté votre contribution
Create your own maps to share the places that matter to you.	Créez vos propres cartes et partagez vos adresses préférées.
Your contribution helps everyone make better decisions about places to go.	Votre contribution permet à tous les utilisateurs de prendre de meilleures décisions sur les lieux à visiter.
View and manage your Google Play Android Developer account	Consultez et gérez votre compte développeur Android Google Play.
View and manage your App Indexing data	Afficher et gérer vos données d'indexation d'application
Best practices and new features	Bonnes pratiques et nouvelles fonctionnalités
These are from your Google Feed	Ces suggestions sont issues de votre flux Google
This link cannot be tested.	Impossible de tester ce lien.
The image you are trying to drag has been blocked by the hosting site.	Le site d'hébergement a bloqué l'image que vous essayez de faire glisser.
Please hover over each cell for the character name.	Passez la souris sur les cellules pour afficher le nom du caractère.
"Sports, Celebrations and Activities"	"Sport, fêtes et activités"
"Transport, Maps and Signage"	"Transport, cartes et signalisation"
"Animals, Plants and Food"	"Animaux, plantes et alimentation"
"Weather, Scenes and Zodiac signs"	Météorologie et signes du zodiaque
The related flight is behind schedule. View status of	Le vol associé est en retard. Voir le statut du vol
"To see stocks you are following, please refresh the page."	"Pour voir les actions que vous suivez, veuillez actualiser la page."
View web pages cached in Google Search Results	Afficher les pages mises en cache dans les résultats de recherche Google
These pages then become part of Google’s cache.	Ces pages font ainsi partie du cache de Google.
"Social profiles include a YouTube channel, Google+ page, Facebook page, Twitter handle, and Instagram account."	"Les profils de réseaux sociaux comprennent les chaînes YouTube, les pages Google+ et Facebook, ainsi que les comptes Twitter et Instagram."
Only the current owner can transfer ownership to a new owner.	Seul le propriétaire actuel peut transférer la propriété à un nouvel utilisateur.
Add social profiles to a Knowledge Graph card	Ajouter des profils de réseaux sociaux à une fiche Knowledge Graph
Search for your topic on Google and find its Knowledge Graph card.	Recherchez votre sujet sur Google et trouvez sa fiche Knowledge Graph.
Search console helps you manage your site’s presence in Google search results.	La Search Console vous permet de gérer la présence de votre site dans les résultats de recherche Google.
"At the top right, select your profile image and see if you’re signed in as the owner."	"En haut à droite, sélectionnez votre image de profil et vérifiez que vous êtes bien connecté en tant que propriétaire."
Suggest a change to a Knowledge Graph card	Suggérer des modifications pour une fiche Knowledge Graph
"When you change this setting, it will change the language of all apps on your phone."	"Lorsque vous modifiez ce paramètre, cela modifie la langue de toutes les applications sur votre téléphone."
Rukhmabai Raut’s 153rd Birthday	153e anniversaire de la naissance de Rukhmabai Raut
Removed from visited places	Supprimé des lieux visités
Added to visited places	Ajouté aux lieux visités
Clear your filters to turn on price tracking	Effacez vos filtres pour activer le suivi des prix
Structured Data Testing Tool	Outil de test des données structurées
Details and tips for suggesting changes	Détails et conseils pour suggérer des modifications
Mihajlo Pupin's 153th Birthday	153e anniversaire de la naissance de Mihajlo Pupin
Rakhmabai Raut’s 153rd Birthday	153e anniversaire de la naissance de Rakhmabai Raut
Top movers in your portfolios	Les plus fortes progressions de votre portefeuille
How Google determines whether a document is a fact check	Comment Google détermine si un document est un article de fact-checking
See fact checks in search results	Consulter les vérifications des faits dans les résultats de recherche
How can a publisher add information to a Knowledge Panel?	Comment un éditeur peut-il ajouter des informations à une fiche info ?
Publishers cannot opt-out from having a Knowledge Panel.	Les éditeurs ne peuvent pas désactiver leur fiche info.
What info shows up	Quelles sont les informations disponibles ?
Keep in mind that Google does not endorse any of these fact checks.	Attention : Google ne cautionne aucune vérification des faits.
How Google determines a fact check	Comment Google identifie une vérification des faits
Report spam or abuse	Signaler comme spam ou abus
Disagree with a fact check	Désapprouver une vérification des faits
What fact checks look like	Reconnaître une vérification des faits
"Browse top sights, flights, hotels, and more"	"Parcourez les meilleurs sites, vols, hôtels, et plus encore"
Tap to add to your events	Appuyez pour ajouter à vos événements
Clear filters for more results.	Supprimez les filtres pour obtenir plus de résultats.
See web results for more results.	Affichez les résultats Web pour obtenir plus de réponses.
Added to your events	Ajouté à vos événements
Not a match. Here are businesses that can help.	Ce fournisseur ne répond pas à vos critères. Voici ceux susceptibles de vous aider.
Note: Not all providers offer all services.	Remarque : Tous les fournisseurs ne proposent pas tous les services.
Why these sponsored results?	Pourquoi ces liens commerciaux ?
View and manage user data for your loyalty program	Consultez et gérez les données des membres de votre programme de fidélité.
"Children, elders and those with breathing or heart problems should reduce outdoor activities."	"Il est conseillé aux enfants, aux personnes âgées et aux personnes souffrant de problèmes respiratoires ou cardiaques de réduire les activités en plein air."
Those who are unusually sensitive to air pollution may experience discomfort.	Les personnes qui sont particulièrement sensibles à la pollution atmosphérique peuvent éprouver une gêne.
Avoid long or intense outdoor activities and exercise.	Éviter les activités et les exercices intenses ou de longue durée en extérieur.
Reduce long or intense outdoor activities.	Réduire les activités en plein air longues ou intenses.
Avoid all outdoor activities.	Éviter toutes les activités en plein air.
"Children, elders, and weak or sick people should reduce long or intense outdoor activities."	"Il est conseillé aux enfants, aux personnes âgées et aux personnes faibles ou malades de réduire les activités en extérieur longues ou intenses."
Avoid long or intense outdoor activities.	Éviter les activités en extérieur longues ou intenses.
People with breathing or heart problems may experience breathing discomfort.	Les personnes souffrant de problèmes respiratoires ou cardiaques peuvent éprouver une gêne respiratoire.
People with breathing or heart problems should reduce long or intense outdoor activities.	Il est conseillé aux personnes souffrant de problèmes respiratoires ou cardiaques de réduire les activités en plein air longues ou intenses.
"Children, elders and those with breathing or heart problems should reduce outdoor exercise."	"Il est conseillé aux enfants, aux personnes âgées et aux personnes souffrant de problèmes respiratoires ou cardiaques de réduire leur activité physique en extérieur."
Just a few more steps to find more customers.	Plus que quelques étapes pour trouver de nouveaux clients.
"Select options to add votes, then submit."	"Sélectionnez des options pour ajouter des votes, puis envoyez vos votes."
"Before you sign in to Twitter, confirm your Google Account"	"Avant de vous connecter à Twitter, confirmez votre compte Google"
Sign in to your Google Account	Connectez-vous à votre compte Google
You have submitted all your votes	Vous avez envoyé tous vos votes
"Private, inappropriate, or duplicate places"	"Lieux privés, inappropriés ou en double"
"Name, address, category, hours, etc."	"Nom, adresse, catégorie, horaires, etc."
Ready to request with Google Wallet	Prêt à envoyer la demande via Google Wallet
Ready to send with Google Wallet	Prêt à envoyer la somme via Google Wallet
The home address you added to your Google account	Adresse personnelle que vous avez indiquée dans votre compte Google
Wilder Penfield’s 127th birthday	127e anniversaire de la naissance de Wilder Penfield
Wilhelm Bartelmann’s 172nd Birthday	172e anniversaire de la naissance de Wilhelm Bartelmann
Zhou Youguang’s 112th birthday	112e anniversaire de la naissance de Zhou Youguang
Stephen Keshi’s 56th birthday	56e anniversaire de la naissance de Stephen Keshi
