V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
50,management,divorced,primary,no,-6,yes,no,unknown,19,may,92,2,-1,0,unknown,1
41,blue-collar,married,primary,no,865,no,yes,unknown,19,may,19,5,-1,0,unknown,1
26,technician,divorced,secondary,no,379,yes,yes,unknown,19,may,501,3,-1,0,unknown,1
43,management,married,primary,no,8167,yes,no,unknown,19,may,114,2,-1,0,unknown,1
46,management,married,primary,no,357,yes,yes,unknown,19,may,221,2,-1,0,unknown,1
54,services,married,secondary,no,2431,yes,no,unknown,19,may,221,4,-1,0,unknown,1
46,blue-collar,married,tertiary,no,1497,yes,no,unknown,19,may,374,6,-1,0,unknown,1
46,blue-collar,married,primary,no,7934,yes,no,unknown,19,may,123,1,-1,0,unknown,1
55,blue-collar,married,secondary,no,1261,no,no,unknown,19,may,166,1,-1,0,unknown,1
45,blue-collar,married,secondary,no,1124,yes,no,unknown,19,may,37,1,-1,0,unknown,1
58,retired,married,primary,no,196,yes,no,unknown,19,may,35,1,-1,0,unknown,1
48,unemployed,married,tertiary,no,-471,yes,no,unknown,19,may,668,7,-1,0,unknown,1
38,services,married,secondary,no,497,yes,yes,unknown,19,may,88,5,-1,0,unknown,1
57,services,divorced,primary,no,1920,no,no,unknown,19,may,77,2,-1,0,unknown,1
54,blue-collar,divorced,primary,no,8180,no,no,unknown,19,may,312,1,-1,0,unknown,1
40,management,single,tertiary,no,2784,yes,no,unknown,19,may,181,1,-1,0,unknown,1
44,services,married,secondary,no,556,no,no,unknown,19,may,134,3,-1,0,unknown,1
55,technician,married,secondary,no,517,yes,yes,unknown,19,may,61,4,-1,0,unknown,1
40,blue-collar,single,unknown,no,-154,yes,yes,unknown,19,may,258,1,-1,0,unknown,1
42,management,divorced,tertiary,no,0,no,no,unknown,19,may,131,2,-1,0,unknown,1
48,technician,married,secondary,no,522,yes,no,unknown,19,may,71,1,-1,0,unknown,1
52,admin.,divorced,secondary,no,-342,no,no,unknown,19,may,153,1,-1,0,unknown,1
31,blue-collar,married,secondary,no,43,yes,no,unknown,19,may,405,3,-1,0,unknown,1
60,admin.,married,secondary,no,12210,yes,no,unknown,19,may,256,1,-1,0,unknown,1
51,services,married,primary,no,8806,yes,no,unknown,19,may,131,1,-1,0,unknown,1
50,blue-collar,divorced,secondary,no,2402,yes,no,unknown,19,may,219,1,-1,0,unknown,1
44,entrepreneur,married,secondary,yes,-848,yes,no,unknown,19,may,468,1,-1,0,unknown,1
33,admin.,married,secondary,no,0,no,no,unknown,19,may,326,2,-1,0,unknown,1
43,technician,married,secondary,no,674,yes,yes,unknown,19,may,412,1,-1,0,unknown,1
46,services,divorced,secondary,no,778,yes,no,unknown,19,may,579,1,-1,0,unknown,1
43,services,married,secondary,no,384,yes,yes,unknown,19,may,277,3,-1,0,unknown,1
50,services,divorced,secondary,no,256,yes,no,unknown,19,may,316,2,-1,0,unknown,1
41,admin.,single,secondary,no,1020,yes,no,unknown,19,may,882,1,-1,0,unknown,2
50,services,married,secondary,no,1463,yes,no,unknown,19,may,380,1,-1,0,unknown,1
50,services,divorced,secondary,no,761,yes,no,unknown,19,may,169,1,-1,0,unknown,1
40,admin.,married,secondary,no,1380,yes,no,unknown,19,may,127,1,-1,0,unknown,1
30,blue-collar,single,primary,no,71,yes,no,unknown,19,may,122,6,-1,0,unknown,1
44,admin.,married,secondary,yes,-1249,yes,yes,unknown,19,may,83,4,-1,0,unknown,1
51,technician,single,secondary,no,4089,yes,no,unknown,19,may,318,1,-1,0,unknown,1
40,blue-collar,married,primary,no,3736,yes,no,unknown,19,may,29,3,-1,0,unknown,1
38,blue-collar,married,primary,no,2407,yes,no,unknown,19,may,218,1,-1,0,unknown,1
52,technician,married,secondary,no,1781,yes,no,unknown,19,may,144,2,-1,0,unknown,1
49,technician,married,secondary,no,4667,yes,no,unknown,19,may,130,2,-1,0,unknown,1
44,admin.,divorced,secondary,no,2,yes,no,unknown,19,may,429,1,-1,0,unknown,1
39,admin.,married,tertiary,no,259,yes,no,unknown,19,may,27,1,-1,0,unknown,1
43,admin.,single,secondary,no,445,yes,no,unknown,19,may,546,2,-1,0,unknown,1
32,services,married,secondary,no,132,yes,yes,unknown,19,may,343,2,-1,0,unknown,1
55,management,divorced,unknown,no,2,yes,no,unknown,19,may,95,1,-1,0,unknown,1
55,services,married,secondary,no,283,yes,no,unknown,19,may,156,1,-1,0,unknown,1
42,management,divorced,secondary,no,830,yes,no,unknown,19,may,112,1,-1,0,unknown,1
26,technician,single,tertiary,no,75,yes,yes,unknown,19,may,351,1,-1,0,unknown,1
54,services,married,secondary,no,158,yes,no,unknown,19,may,198,1,-1,0,unknown,1
34,blue-collar,married,primary,no,46,yes,yes,unknown,19,may,165,1,-1,0,unknown,1
46,management,married,tertiary,no,4301,yes,yes,unknown,19,may,134,2,-1,0,unknown,1
25,blue-collar,single,secondary,no,815,yes,no,unknown,19,may,268,6,-1,0,unknown,1
49,management,married,tertiary,no,128,yes,no,unknown,19,may,298,1,-1,0,unknown,1
59,blue-collar,divorced,primary,no,457,yes,no,unknown,19,may,63,1,-1,0,unknown,1
57,management,married,primary,no,0,no,no,unknown,19,may,455,1,-1,0,unknown,1
27,technician,married,secondary,no,374,yes,no,unknown,19,may,188,2,-1,0,unknown,1
38,services,married,secondary,no,3259,yes,no,unknown,19,may,241,1,-1,0,unknown,1
41,services,divorced,secondary,no,-19,yes,no,unknown,19,may,201,1,-1,0,unknown,1
56,blue-collar,married,secondary,no,316,yes,no,unknown,19,may,27,1,-1,0,unknown,1
37,blue-collar,married,secondary,no,398,yes,no,unknown,19,may,206,1,-1,0,unknown,1
32,unemployed,married,secondary,no,2996,yes,no,unknown,19,may,68,1,-1,0,unknown,1
47,admin.,married,secondary,no,292,yes,no,unknown,19,may,82,3,-1,0,unknown,1
57,management,married,tertiary,no,5431,yes,no,unknown,19,may,97,2,-1,0,unknown,1
38,services,single,tertiary,no,323,yes,no,unknown,19,may,138,1,-1,0,unknown,1
30,blue-collar,married,secondary,no,1312,yes,no,unknown,19,may,285,2,-1,0,unknown,1
43,blue-collar,married,primary,no,953,yes,no,unknown,19,may,135,1,-1,0,unknown,1
35,blue-collar,single,secondary,no,5,no,no,unknown,19,may,268,3,-1,0,unknown,1
28,technician,single,secondary,no,213,yes,no,unknown,19,may,267,1,-1,0,unknown,1
38,admin.,married,secondary,no,976,yes,yes,unknown,19,may,382,2,-1,0,unknown,1
45,blue-collar,married,primary,no,970,yes,no,unknown,19,may,208,5,-1,0,unknown,1
31,technician,single,secondary,no,87,yes,no,unknown,19,may,259,3,-1,0,unknown,1
38,technician,married,secondary,no,59,yes,no,unknown,19,may,18,1,-1,0,unknown,1
28,student,single,tertiary,no,80,yes,no,unknown,19,may,234,1,-1,0,unknown,1
40,unemployed,married,primary,no,3444,yes,no,unknown,19,may,792,4,-1,0,unknown,1
30,blue-collar,married,secondary,no,12697,yes,yes,unknown,19,may,95,1,-1,0,unknown,1
47,blue-collar,married,secondary,no,863,yes,no,unknown,19,may,943,2,-1,0,unknown,2
27,management,single,tertiary,yes,0,yes,no,unknown,19,may,352,1,-1,0,unknown,1
30,technician,single,secondary,no,18,no,no,unknown,19,may,798,1,-1,0,unknown,1
53,services,married,secondary,no,33,yes,no,unknown,19,may,84,12,-1,0,unknown,1
48,blue-collar,married,primary,no,281,yes,no,unknown,19,may,100,3,-1,0,unknown,1
35,technician,single,secondary,no,-206,yes,no,unknown,19,may,85,4,-1,0,unknown,1
38,services,single,secondary,no,36,yes,no,unknown,19,may,143,1,-1,0,unknown,1
32,technician,married,unknown,no,1879,no,no,unknown,19,may,115,1,-1,0,unknown,1
53,blue-collar,married,primary,no,10,yes,no,unknown,19,may,73,1,-1,0,unknown,1
25,blue-collar,married,secondary,no,77,yes,no,unknown,19,may,31,1,-1,0,unknown,1
45,entrepreneur,married,tertiary,no,369,yes,no,unknown,19,may,182,2,-1,0,unknown,1
28,blue-collar,single,secondary,no,43,no,no,unknown,19,may,190,1,-1,0,unknown,1
30,blue-collar,married,primary,no,392,yes,no,unknown,19,may,351,1,-1,0,unknown,1
31,admin.,single,secondary,no,0,no,no,unknown,19,may,179,1,-1,0,unknown,1
42,housemaid,married,primary,no,14752,no,no,unknown,19,may,107,2,-1,0,unknown,1
60,admin.,married,unknown,no,738,no,no,unknown,19,may,529,3,-1,0,unknown,1
28,student,single,tertiary,no,836,yes,no,unknown,19,may,36,1,-1,0,unknown,1
46,blue-collar,single,primary,no,2851,yes,no,unknown,19,may,122,2,-1,0,unknown,1
40,technician,married,tertiary,no,296,no,no,unknown,19,may,198,1,-1,0,unknown,1
32,blue-collar,married,primary,no,1076,yes,no,unknown,19,may,67,1,-1,0,unknown,1
56,blue-collar,married,secondary,no,25,yes,no,unknown,19,may,264,1,-1,0,unknown,1
20,blue-collar,married,primary,no,-172,yes,yes,unknown,19,may,238,3,-1,0,unknown,1
41,services,single,secondary,no,197,yes,no,unknown,19,may,112,1,-1,0,unknown,1
48,blue-collar,married,secondary,no,5057,yes,no,unknown,19,may,21,2,-1,0,unknown,1
49,blue-collar,married,primary,no,284,yes,no,unknown,19,may,81,1,-1,0,unknown,1
29,blue-collar,single,tertiary,no,1012,yes,no,unknown,19,may,496,3,-1,0,unknown,1
57,admin.,divorced,secondary,no,4378,yes,no,unknown,19,may,78,3,-1,0,unknown,1
49,technician,married,secondary,no,2718,no,no,unknown,19,may,114,2,-1,0,unknown,1
42,entrepreneur,single,primary,no,103,yes,no,unknown,19,may,156,5,-1,0,unknown,1
28,blue-collar,married,secondary,no,1827,yes,no,unknown,19,may,211,2,-1,0,unknown,1
31,blue-collar,married,secondary,no,41,yes,no,unknown,19,may,265,1,-1,0,unknown,1
26,blue-collar,married,secondary,no,484,yes,no,unknown,19,may,48,2,-1,0,unknown,1
29,services,single,secondary,no,146,yes,no,unknown,19,may,104,2,-1,0,unknown,1
26,technician,single,secondary,no,3,yes,no,unknown,19,may,610,1,-1,0,unknown,1
31,blue-collar,single,secondary,no,259,yes,no,unknown,19,may,287,1,-1,0,unknown,1
38,entrepreneur,married,secondary,no,830,yes,no,unknown,19,may,68,2,-1,0,unknown,1
45,services,divorced,primary,no,242,yes,no,unknown,19,may,336,1,-1,0,unknown,1
24,blue-collar,single,secondary,no,0,yes,no,unknown,19,may,202,1,-1,0,unknown,1
31,admin.,single,secondary,no,6042,yes,no,unknown,19,may,228,1,-1,0,unknown,1
40,blue-collar,married,secondary,no,-341,yes,no,unknown,19,may,192,1,-1,0,unknown,1
34,services,divorced,secondary,no,221,yes,no,unknown,19,may,343,1,-1,0,unknown,1
24,technician,single,secondary,no,-46,yes,no,unknown,19,may,23,1,-1,0,unknown,1
26,blue-collar,single,secondary,no,-5,no,no,unknown,19,may,260,1,-1,0,unknown,1
29,management,single,tertiary,no,617,yes,no,unknown,19,may,387,1,-1,0,unknown,1
30,management,married,tertiary,no,134,yes,no,unknown,19,may,70,1,-1,0,unknown,1
61,blue-collar,married,primary,no,625,yes,no,unknown,19,may,158,2,-1,0,unknown,1
26,management,married,tertiary,no,775,no,no,unknown,19,may,35,3,-1,0,unknown,1
31,technician,single,tertiary,no,221,yes,no,unknown,19,may,145,3,-1,0,unknown,1
28,technician,single,tertiary,no,-31,yes,no,unknown,19,may,257,1,-1,0,unknown,1
31,admin.,married,secondary,no,97,yes,no,unknown,19,may,607,1,-1,0,unknown,2
52,entrepreneur,divorced,tertiary,no,81,yes,no,unknown,19,may,214,3,-1,0,unknown,1
30,blue-collar,single,secondary,no,16,yes,no,unknown,19,may,127,5,-1,0,unknown,1
32,services,married,secondary,no,144,yes,no,unknown,19,may,260,11,-1,0,unknown,1
38,management,single,tertiary,no,889,no,no,unknown,19,may,197,4,-1,0,unknown,1
40,blue-collar,married,secondary,no,-481,yes,yes,unknown,19,may,174,2,-1,0,unknown,1
38,entrepreneur,married,secondary,no,680,yes,no,unknown,19,may,144,2,-1,0,unknown,1
54,blue-collar,married,secondary,no,-754,yes,no,unknown,19,may,222,2,-1,0,unknown,1
42,services,married,secondary,no,2993,yes,no,unknown,19,may,136,2,-1,0,unknown,1
34,technician,divorced,tertiary,no,501,yes,no,unknown,19,may,546,12,-1,0,unknown,1
42,management,married,tertiary,no,365,yes,no,unknown,19,may,49,2,-1,0,unknown,1
54,retired,divorced,primary,no,477,yes,no,unknown,19,may,335,4,-1,0,unknown,1
27,blue-collar,married,secondary,no,72,yes,no,unknown,19,may,105,1,-1,0,unknown,1
31,blue-collar,married,primary,no,2085,yes,yes,unknown,19,may,488,3,-1,0,unknown,1
34,technician,single,secondary,no,705,yes,yes,unknown,19,may,1203,3,-1,0,unknown,1
31,blue-collar,married,secondary,no,754,yes,no,unknown,19,may,1022,4,-1,0,unknown,2
27,technician,married,secondary,no,512,yes,no,unknown,19,may,128,1,-1,0,unknown,1
25,blue-collar,married,secondary,no,300,yes,yes,unknown,19,may,126,3,-1,0,unknown,1
20,student,single,secondary,no,67,yes,no,unknown,19,may,387,1,-1,0,unknown,1
54,admin.,divorced,secondary,no,912,yes,no,unknown,19,may,258,1,-1,0,unknown,1
30,blue-collar,single,unknown,no,0,yes,no,unknown,19,may,199,1,-1,0,unknown,1
33,blue-collar,married,secondary,no,86,yes,no,unknown,19,may,364,1,-1,0,unknown,1
22,blue-collar,single,secondary,no,0,yes,no,unknown,19,may,123,1,-1,0,unknown,1
36,blue-collar,married,unknown,no,79,yes,no,unknown,19,may,201,14,-1,0,unknown,1
44,blue-collar,married,secondary,no,87,yes,no,unknown,19,may,193,3,-1,0,unknown,1
43,management,married,secondary,no,3196,yes,yes,unknown,19,may,159,3,-1,0,unknown,1
44,retired,married,secondary,no,181,yes,no,unknown,19,may,131,6,-1,0,unknown,1
49,management,single,tertiary,no,354,yes,no,unknown,19,may,166,3,-1,0,unknown,1
27,entrepreneur,married,secondary,no,220,yes,no,unknown,19,may,480,1,-1,0,unknown,1
45,blue-collar,married,primary,no,2128,yes,no,unknown,19,may,149,4,-1,0,unknown,1
41,management,married,tertiary,no,4357,yes,no,unknown,19,may,110,1,-1,0,unknown,1
28,entrepreneur,single,unknown,no,1306,yes,no,unknown,19,may,396,3,-1,0,unknown,1
51,technician,married,unknown,no,425,yes,no,unknown,19,may,124,3,-1,0,unknown,1
49,management,married,tertiary,no,68,yes,yes,unknown,19,may,163,3,-1,0,unknown,1
42,unemployed,married,secondary,no,1990,yes,yes,unknown,19,may,13,1,-1,0,unknown,1
55,technician,married,secondary,no,978,yes,no,unknown,19,may,259,1,-1,0,unknown,1
41,technician,single,secondary,no,0,yes,yes,unknown,19,may,162,1,-1,0,unknown,1
51,management,single,tertiary,no,824,no,no,unknown,19,may,102,2,-1,0,unknown,1
46,blue-collar,married,secondary,no,679,yes,no,unknown,19,may,723,1,-1,0,unknown,1
41,blue-collar,married,primary,no,262,yes,no,unknown,19,may,89,1,-1,0,unknown,1
32,blue-collar,divorced,secondary,no,86,no,yes,unknown,19,may,703,1,-1,0,unknown,1
43,technician,single,tertiary,no,1017,yes,no,unknown,19,may,257,2,-1,0,unknown,1
48,blue-collar,married,primary,no,456,yes,yes,unknown,19,may,289,1,-1,0,unknown,1
52,self-employed,married,secondary,no,6353,yes,yes,unknown,19,may,361,2,-1,0,unknown,1
29,technician,single,secondary,no,103,no,no,unknown,19,may,314,1,-1,0,unknown,1
51,admin.,divorced,secondary,no,467,yes,no,unknown,19,may,83,1,-1,0,unknown,1
48,blue-collar,married,secondary,no,841,yes,no,unknown,19,may,215,1,-1,0,unknown,1
34,services,married,secondary,no,0,yes,no,unknown,19,may,115,4,-1,0,unknown,1
52,admin.,single,secondary,no,-346,yes,yes,unknown,19,may,147,3,-1,0,unknown,1
31,self-employed,married,secondary,no,157,yes,no,unknown,19,may,285,1,-1,0,unknown,1
41,technician,married,secondary,no,459,yes,no,unknown,19,may,102,1,-1,0,unknown,1
40,services,single,secondary,no,464,yes,yes,unknown,19,may,183,7,-1,0,unknown,1
51,services,married,secondary,no,2085,yes,no,unknown,19,may,70,1,-1,0,unknown,1
42,blue-collar,married,unknown,no,1323,yes,no,unknown,19,may,19,1,-1,0,unknown,1
31,blue-collar,single,secondary,no,75,yes,no,unknown,19,may,346,1,-1,0,unknown,1
34,blue-collar,married,primary,no,-288,yes,no,unknown,19,may,643,1,-1,0,unknown,1
41,self-employed,married,secondary,no,713,yes,no,unknown,19,may,78,1,-1,0,unknown,1
43,blue-collar,married,secondary,no,1071,yes,no,unknown,19,may,411,1,-1,0,unknown,1
54,blue-collar,married,secondary,no,887,yes,no,unknown,19,may,133,1,-1,0,unknown,1
47,services,married,secondary,no,-288,no,no,unknown,19,may,193,6,-1,0,unknown,1
41,blue-collar,married,primary,no,3722,yes,no,unknown,19,may,590,2,-1,0,unknown,1
40,management,married,tertiary,no,3,yes,yes,unknown,19,may,151,1,-1,0,unknown,1
23,management,single,secondary,no,85,yes,no,unknown,19,may,109,2,-1,0,unknown,1
48,blue-collar,married,primary,no,6489,yes,no,unknown,19,may,263,1,-1,0,unknown,1
36,admin.,single,secondary,no,3457,no,no,unknown,19,may,103,4,-1,0,unknown,1
44,management,divorced,tertiary,no,409,yes,no,unknown,19,may,333,1,-1,0,unknown,1
31,admin.,single,secondary,no,396,yes,no,unknown,19,may,104,1,-1,0,unknown,1
32,blue-collar,married,secondary,no,101,yes,no,unknown,19,may,191,4,-1,0,unknown,1
49,blue-collar,married,secondary,no,402,yes,no,unknown,19,may,571,1,-1,0,unknown,1
23,blue-collar,single,secondary,no,525,yes,no,unknown,19,may,180,1,-1,0,unknown,1
41,admin.,married,secondary,no,3855,yes,no,unknown,19,may,657,2,-1,0,unknown,1
52,blue-collar,married,secondary,no,157,yes,yes,unknown,19,may,107,2,-1,0,unknown,1
41,management,married,tertiary,no,1897,yes,no,unknown,19,may,335,3,-1,0,unknown,1
22,blue-collar,married,secondary,no,36,yes,no,unknown,19,may,120,3,-1,0,unknown,1
60,blue-collar,married,secondary,no,171,yes,no,unknown,19,may,219,2,-1,0,unknown,1
60,technician,married,unknown,no,148,yes,no,unknown,19,may,148,1,-1,0,unknown,1
35,technician,married,unknown,no,208,yes,no,unknown,19,may,214,1,-1,0,unknown,1
49,blue-collar,married,primary,no,1536,yes,no,unknown,19,may,400,2,-1,0,unknown,1
32,blue-collar,single,secondary,no,476,yes,yes,unknown,19,may,503,2,-1,0,unknown,1
45,blue-collar,married,secondary,no,42,yes,no,unknown,19,may,125,5,-1,0,unknown,1
29,management,single,tertiary,no,-233,yes,no,unknown,19,may,329,1,-1,0,unknown,1
45,management,married,tertiary,no,1540,yes,no,unknown,19,may,194,3,-1,0,unknown,1
28,management,single,tertiary,no,3238,yes,no,unknown,19,may,7,1,-1,0,unknown,1
21,student,single,unknown,no,210,yes,no,unknown,19,may,53,1,-1,0,unknown,1
31,services,single,secondary,no,1629,yes,no,unknown,19,may,344,2,-1,0,unknown,1
27,admin.,divorced,secondary,no,112,yes,no,unknown,19,may,104,1,-1,0,unknown,1
43,services,divorced,secondary,no,1040,yes,no,unknown,19,may,552,3,-1,0,unknown,2
24,blue-collar,single,unknown,no,76,yes,no,unknown,19,may,345,1,-1,0,unknown,1
28,blue-collar,single,secondary,no,362,yes,no,unknown,19,may,263,1,-1,0,unknown,1
42,management,divorced,tertiary,no,1116,yes,no,unknown,19,may,88,6,-1,0,unknown,1
40,blue-collar,married,secondary,no,-365,yes,no,unknown,19,may,44,43,-1,0,unknown,1
42,services,married,primary,no,2567,yes,no,unknown,19,may,401,2,-1,0,unknown,1
31,blue-collar,single,secondary,no,19,yes,no,unknown,19,may,178,5,-1,0,unknown,1
47,blue-collar,married,primary,no,146,yes,yes,unknown,19,may,53,5,-1,0,unknown,1
40,blue-collar,divorced,secondary,no,125,yes,no,unknown,19,may,349,2,-1,0,unknown,1
31,admin.,divorced,secondary,no,47,yes,no,unknown,19,may,34,9,-1,0,unknown,1
26,blue-collar,divorced,secondary,no,0,yes,no,unknown,19,may,48,3,-1,0,unknown,1
52,admin.,single,primary,no,0,no,no,unknown,19,may,182,11,-1,0,unknown,1
31,blue-collar,single,tertiary,no,462,yes,yes,unknown,19,may,147,1,-1,0,unknown,1
44,management,married,tertiary,no,4087,yes,no,unknown,19,may,457,5,-1,0,unknown,1
27,technician,single,secondary,no,16,no,no,unknown,19,may,193,1,-1,0,unknown,1
41,blue-collar,married,unknown,no,665,yes,no,unknown,19,may,142,3,-1,0,unknown,1
28,management,single,secondary,no,471,yes,yes,unknown,19,may,123,2,-1,0,unknown,1
27,blue-collar,married,secondary,no,613,yes,no,unknown,19,may,65,3,-1,0,unknown,1
34,admin.,married,secondary,no,645,yes,no,unknown,19,may,420,1,-1,0,unknown,1
44,blue-collar,married,secondary,no,1087,yes,no,unknown,19,may,100,2,-1,0,unknown,1
36,blue-collar,married,primary,no,2079,yes,yes,unknown,19,may,403,2,-1,0,unknown,1
37,technician,married,secondary,no,1633,yes,no,unknown,19,may,229,3,-1,0,unknown,1
27,technician,single,primary,no,1022,yes,no,unknown,19,may,445,2,-1,0,unknown,1
32,blue-collar,single,secondary,no,1211,yes,no,unknown,19,may,206,4,-1,0,unknown,1
31,blue-collar,married,secondary,no,9714,yes,no,unknown,19,may,182,2,-1,0,unknown,1
51,management,married,tertiary,no,642,no,no,unknown,19,may,183,2,-1,0,unknown,1
47,technician,divorced,secondary,no,1851,yes,no,unknown,19,may,140,2,-1,0,unknown,1
23,student,single,secondary,no,405,yes,no,unknown,19,may,134,3,-1,0,unknown,1
30,management,single,tertiary,no,358,yes,no,unknown,19,may,88,51,-1,0,unknown,1
50,blue-collar,married,secondary,no,170,yes,yes,unknown,19,may,234,13,-1,0,unknown,1
52,services,married,secondary,no,2420,yes,no,unknown,19,may,215,3,-1,0,unknown,1
34,blue-collar,single,secondary,no,1484,yes,no,unknown,19,may,194,5,-1,0,unknown,1
28,entrepreneur,married,secondary,no,422,yes,no,unknown,19,may,394,2,-1,0,unknown,1
28,admin.,single,secondary,no,350,yes,yes,unknown,19,may,5,2,-1,0,unknown,1
57,retired,married,secondary,no,919,yes,yes,unknown,19,may,408,2,-1,0,unknown,1
31,management,single,tertiary,no,444,yes,no,unknown,19,may,114,2,-1,0,unknown,1
35,management,married,tertiary,no,1253,yes,no,unknown,19,may,210,2,-1,0,unknown,1
49,entrepreneur,married,tertiary,no,320,yes,yes,unknown,19,may,243,6,-1,0,unknown,1
32,services,married,secondary,no,1066,yes,no,unknown,19,may,180,9,-1,0,unknown,1
28,services,married,unknown,no,-134,yes,no,unknown,19,may,8,2,-1,0,unknown,1
51,management,single,tertiary,no,1146,yes,yes,unknown,19,may,458,4,-1,0,unknown,1
32,blue-collar,married,primary,no,424,yes,no,unknown,19,may,313,2,-1,0,unknown,1
37,management,divorced,tertiary,no,122,yes,no,unknown,19,may,1622,2,-1,0,unknown,2
55,blue-collar,married,secondary,no,212,yes,no,unknown,19,may,324,2,-1,0,unknown,1
27,blue-collar,single,secondary,no,5,yes,no,unknown,19,may,205,3,-1,0,unknown,1
49,management,single,tertiary,no,580,no,no,unknown,19,may,310,2,-1,0,unknown,1
22,blue-collar,single,secondary,no,3992,yes,yes,unknown,19,may,194,2,-1,0,unknown,1
36,technician,divorced,secondary,no,141,yes,no,unknown,19,may,165,5,-1,0,unknown,1
46,management,divorced,secondary,no,361,yes,no,unknown,19,may,86,7,-1,0,unknown,1
57,blue-collar,married,secondary,no,8195,yes,no,unknown,19,may,160,2,-1,0,unknown,1
55,admin.,divorced,secondary,no,3524,yes,no,unknown,19,may,492,6,-1,0,unknown,1
34,blue-collar,married,secondary,no,1710,yes,yes,unknown,19,may,187,3,-1,0,unknown,1
44,technician,married,primary,no,177,yes,no,unknown,19,may,197,4,-1,0,unknown,1
45,management,married,tertiary,no,199,no,no,unknown,19,may,95,5,-1,0,unknown,1
30,blue-collar,married,secondary,no,0,no,no,unknown,19,may,159,3,-1,0,unknown,1
30,technician,single,tertiary,no,880,yes,yes,unknown,19,may,967,6,-1,0,unknown,2
45,blue-collar,married,secondary,no,771,yes,no,unknown,19,may,221,2,-1,0,unknown,1
34,blue-collar,divorced,secondary,no,164,yes,no,unknown,19,may,102,13,-1,0,unknown,1
41,technician,married,secondary,no,501,yes,no,unknown,19,may,579,5,-1,0,unknown,2
45,management,married,unknown,no,9051,yes,no,unknown,19,may,124,63,-1,0,unknown,1
46,technician,divorced,unknown,no,103,no,no,unknown,19,may,158,5,-1,0,unknown,1
37,management,married,tertiary,no,89,yes,no,unknown,19,may,162,10,-1,0,unknown,1
45,blue-collar,married,secondary,no,4111,yes,no,unknown,19,may,211,2,-1,0,unknown,1
42,blue-collar,married,primary,no,170,yes,no,unknown,19,may,51,41,-1,0,unknown,1
49,blue-collar,married,secondary,no,1854,yes,no,unknown,19,may,173,5,-1,0,unknown,1
54,blue-collar,married,secondary,no,233,yes,no,unknown,19,may,220,3,-1,0,unknown,1
60,retired,married,secondary,no,819,yes,no,unknown,19,may,110,2,-1,0,unknown,1
24,admin.,single,secondary,no,1019,yes,no,unknown,19,may,99,26,-1,0,unknown,1
43,blue-collar,married,primary,no,1147,yes,yes,unknown,19,may,112,7,-1,0,unknown,1
49,technician,married,tertiary,no,279,yes,no,unknown,19,may,168,4,-1,0,unknown,1
45,blue-collar,married,unknown,no,1263,yes,no,unknown,19,may,283,3,-1,0,unknown,1
54,technician,divorced,secondary,no,7449,yes,no,unknown,19,may,235,7,-1,0,unknown,1
39,management,married,tertiary,no,198,yes,no,unknown,19,may,138,8,-1,0,unknown,1
23,technician,single,unknown,no,710,yes,no,unknown,19,may,374,6,-1,0,unknown,1
48,services,divorced,secondary,no,858,yes,no,unknown,19,may,353,4,-1,0,unknown,1
38,admin.,married,secondary,no,1344,yes,yes,unknown,19,may,147,2,-1,0,unknown,1
44,self-employed,single,tertiary,no,149,yes,no,unknown,19,may,332,10,-1,0,unknown,1
53,management,single,primary,no,208,yes,no,unknown,19,may,179,9,-1,0,unknown,1
28,blue-collar,married,secondary,no,224,yes,no,unknown,19,may,571,5,-1,0,unknown,1
38,management,single,tertiary,no,91,yes,no,unknown,19,may,492,9,-1,0,unknown,1
27,blue-collar,single,secondary,yes,-3,yes,no,unknown,19,may,265,5,-1,0,unknown,1
25,blue-collar,married,secondary,no,316,yes,yes,unknown,19,may,360,2,-1,0,unknown,1
35,admin.,married,secondary,no,846,yes,yes,unknown,19,may,175,2,-1,0,unknown,1
31,blue-collar,married,primary,no,352,yes,no,unknown,19,may,97,9,-1,0,unknown,1
40,blue-collar,married,primary,no,-22,yes,no,unknown,19,may,84,3,-1,0,unknown,1
27,services,single,secondary,no,4923,yes,no,unknown,19,may,57,7,-1,0,unknown,1
53,admin.,married,tertiary,yes,6,no,no,unknown,19,may,105,11,-1,0,unknown,1
32,management,divorced,tertiary,no,312,yes,yes,unknown,19,may,886,3,-1,0,unknown,1
37,technician,single,secondary,no,61,yes,no,unknown,19,may,182,8,-1,0,unknown,1
37,blue-collar,married,primary,no,53,yes,no,unknown,19,may,467,4,-1,0,unknown,1
47,blue-collar,married,unknown,no,-345,yes,no,unknown,19,may,18,14,-1,0,unknown,1
36,management,divorced,tertiary,no,0,yes,no,unknown,19,may,21,11,-1,0,unknown,1
52,blue-collar,married,secondary,no,2231,yes,yes,unknown,19,may,470,4,-1,0,unknown,1
52,services,married,unknown,no,337,yes,no,unknown,19,may,85,3,-1,0,unknown,1
50,technician,married,unknown,no,413,yes,no,unknown,19,may,243,2,-1,0,unknown,1
45,blue-collar,married,secondary,no,1345,yes,no,unknown,19,may,120,7,-1,0,unknown,1
52,blue-collar,married,primary,no,522,yes,no,unknown,19,may,298,2,-1,0,unknown,1
